CUSTOMER:00000001000000000300000008d0:1:d CUSTOMER:00000001000000000300000008d0:1:e CUSTOMER:00000001000000000300000008d0:1:f CUSTOMER:00000001000000000300000008d0:1:q
CUSTOMER:00000001000000000a0000000470:1:d CUSTOMER:00000001000000000a0000000470:1:e CUSTOMER:00000001000000000a0000000470:1:f CUSTOMER:00000001000000000a0000000470:1:q
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:000000010000000001000000092c:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000070000000ba0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:000000010000000009000000091b:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000800000004cc:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
CUSTOMER:0000000100000000040000000730:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:00000001000000000700000000f8:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:00000001000000000a0000000520:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:00000001000000000900000004f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000a0000000518:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:00000001000000000100000007c7:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000060000000aa6:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000600000004ef:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000600000004f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000400000001f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
STOCK:000000010000004576:1:o STOCK:000000010000004576:1:p STOCK:000000010000004576:1:q STOCK:000000010000000cab:1:c STOCK:000000010000000cab:1:i STOCK:000000010000000cab:1:n STOCK:000000010000000cab:1:o STOCK:000000010000000cab:1:p STOCK:000000010000000cab:1:q STOCK:0000000100000111bf:1:c STOCK:0000000100000111bf:1:i STOCK:0000000100000111bf:1:n STOCK:0000000100000111bf:1:o STOCK:0000000100000111bf:1:p STOCK:0000000100000111bf:1:q
STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p STOCK:00000001000000457f:1:q STOCK:000000010000004d2f:1:c STOCK:000000010000004d2f:1:g STOCK:000000010000004d2f:1:n STOCK:000000010000004d2f:1:o STOCK:000000010000004d2f:1:p STOCK:000000010000004d2f:1:q STOCK:0000000100000045bc:1:c STOCK:0000000100000045bc:1:g STOCK:0000000100000045bc:1:n STOCK:0000000100000045bc:1:o STOCK:0000000100000045bc:1:p STOCK:0000000100000045bc:1:q
STOCK:000000010000014f6f:1:c STOCK:00000001000000873f:1:c STOCK:00000001000000df5f:1:c STOCK:000000010000015f4c:1:c STOCK:00000001000001777f:1:c STOCK:00000001000000ab5f:1:c STOCK:0000000100000007dd:1:c STOCK:00000001000000f64f:1:c STOCK:000000010000007529:1:c STOCK:00000001000000877d:1:c STOCK:00000001000000c66b:1:c STOCK:000000010000011f5b:1:c STOCK:00000001000001571f:1:c STOCK:000000010000004f7f:1:c STOCK:00000001000000f34d:1:c
STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p STOCK:00000001000000457f:1:q STOCK:000000010000004d2f:1:c STOCK:000000010000004d2f:1:g STOCK:000000010000004d2f:1:n STOCK:000000010000004d2f:1:o STOCK:000000010000004d2f:1:p STOCK:000000010000004d2f:1:q STOCK:0000000100000045bc:1:c STOCK:0000000100000045bc:1:g STOCK:0000000100000045bc:1:n STOCK:0000000100000045bc:1:o STOCK:0000000100000045bc:1:p
STOCK:00000001000000c5d7:1:c STOCK:000000010000014f6f:1:c STOCK:00000001000000873f:1:c STOCK:00000001000000df5f:1:c STOCK:000000010000015f4c:1:c STOCK:00000001000001777f:1:c STOCK:00000001000000ab5f:1:c STOCK:0000000100000007dd:1:c STOCK:00000001000000f64f:1:c STOCK:000000010000007529:1:c STOCK:00000001000000877d:1:c STOCK:00000001000000c66b:1:c STOCK:000000010000011f5b:1:c STOCK:00000001000001571f:1:c STOCK:000000010000004f7f:1:c
STOCK:00000001000000d777:1:c STOCK:00000001000000c5d7:1:c STOCK:000000010000014f6f:1:c STOCK:00000001000000873f:1:c STOCK:00000001000000df5f:1:c STOCK:000000010000015f4c:1:c STOCK:00000001000001777f:1:c STOCK:00000001000000ab5f:1:c STOCK:0000000100000007dd:1:c STOCK:00000001000000f64f:1:c STOCK:000000010000007529:1:c STOCK:00000001000000877d:1:c STOCK:00000001000000c66b:1:c STOCK:000000010000011f5b:1:c STOCK:00000001000001571f:1:c
STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p STOCK:00000001000000457f:1:q STOCK:000000010000004d2f:1:c STOCK:000000010000004d2f:1:g STOCK:000000010000004d2f:1:n STOCK:000000010000004d2f:1:o STOCK:000000010000004d2f:1:p STOCK:000000010000004d2f:1:q STOCK:0000000100000045bc:1:c STOCK:0000000100000045bc:1:g STOCK:0000000100000045bc:1:n STOCK:0000000100000045bc:1:o
ITEM:000000df:1:d ITEM:000000df:1:e ITEM:0001077d:1:c ITEM:0001077d:1:d ITEM:0001077d:1:e ITEM:000115d7:1:c ITEM:000115d7:1:d ITEM:000115d7:1:e ITEM:00004ebf:1:c ITEM:00004ebf:1:d ITEM:00004ebf:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000005:1:i DISTRICT:000000010000000005:1:k CUSTOMER:0000000100000000050000000024:1:f
STOCK:000000010000002df1:1:c STOCK:00000001000000d777:1:c STOCK:00000001000000c5d7:1:c STOCK:000000010000014f6f:1:c STOCK:00000001000000873f:1:c STOCK:00000001000000df5f:1:c STOCK:000000010000015f4c:1:c STOCK:00000001000001777f:1:c STOCK:00000001000000ab5f:1:c STOCK:0000000100000007dd:1:c STOCK:00000001000000f64f:1:c STOCK:000000010000007529:1:c STOCK:00000001000000877d:1:c STOCK:00000001000000c66b:1:c STOCK:000000010000011f5b:1:c
STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p STOCK:00000001000000457f:1:q STOCK:000000010000004d2f:1:c STOCK:000000010000004d2f:1:g STOCK:000000010000004d2f:1:n STOCK:000000010000004d2f:1:o STOCK:000000010000004d2f:1:p STOCK:000000010000004d2f:1:q STOCK:0000000100000045bc:1:c STOCK:0000000100000045bc:1:g STOCK:0000000100000045bc:1:n
STOCK:00000001000000d0b8:1:c STOCK:000000010000002df1:1:c STOCK:00000001000000d777:1:c STOCK:00000001000000c5d7:1:c STOCK:000000010000014f6f:1:c STOCK:00000001000000873f:1:c STOCK:00000001000000df5f:1:c STOCK:000000010000015f4c:1:c STOCK:00000001000001777f:1:c STOCK:00000001000000ab5f:1:c STOCK:0000000100000007dd:1:c STOCK:00000001000000f64f:1:c STOCK:000000010000007529:1:c STOCK:00000001000000877d:1:c STOCK:00000001000000c66b:1:c
STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p STOCK:00000001000000457f:1:q STOCK:000000010000004d2f:1:c STOCK:000000010000004d2f:1:g STOCK:000000010000004d2f:1:n STOCK:000000010000004d2f:1:o STOCK:000000010000004d2f:1:p STOCK:000000010000004d2f:1:q STOCK:0000000100000045bc:1:c STOCK:0000000100000045bc:1:g
STOCK:00000001000001835f:1:c STOCK:00000001000000d0b8:1:c STOCK:000000010000002df1:1:c STOCK:00000001000000d777:1:c STOCK:00000001000000c5d7:1:c STOCK:000000010000014f6f:1:c STOCK:00000001000000873f:1:c STOCK:00000001000000df5f:1:c STOCK:000000010000015f4c:1:c STOCK:00000001000001777f:1:c STOCK:00000001000000ab5f:1:c STOCK:0000000100000007dd:1:c STOCK:00000001000000f64f:1:c STOCK:000000010000007529:1:c STOCK:00000001000000877d:1:c
STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p STOCK:00000001000000457f:1:q STOCK:000000010000004d2f:1:c STOCK:000000010000004d2f:1:g STOCK:000000010000004d2f:1:n STOCK:000000010000004d2f:1:o STOCK:000000010000004d2f:1:p STOCK:000000010000004d2f:1:q STOCK:0000000100000045bc:1:c
STOCK:000000010000005770:1:c STOCK:00000001000001835f:1:c STOCK:00000001000000d0b8:1:c STOCK:000000010000002df1:1:c STOCK:00000001000000d777:1:c STOCK:00000001000000c5d7:1:c STOCK:000000010000014f6f:1:c STOCK:00000001000000873f:1:c STOCK:00000001000000df5f:1:c STOCK:000000010000015f4c:1:c STOCK:00000001000001777f:1:c STOCK:00000001000000ab5f:1:c STOCK:0000000100000007dd:1:c STOCK:00000001000000f64f:1:c STOCK:000000010000007529:1:c
STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p STOCK:00000001000000457f:1:q STOCK:000000010000004d2f:1:c STOCK:000000010000004d2f:1:g STOCK:000000010000004d2f:1:n STOCK:000000010000004d2f:1:o STOCK:000000010000004d2f:1:p STOCK:000000010000004d2f:1:q
STOCK:00000001000001226d:1:c STOCK:000000010000005770:1:c STOCK:00000001000001835f:1:c STOCK:00000001000000d0b8:1:c STOCK:000000010000002df1:1:c STOCK:00000001000000d777:1:c STOCK:00000001000000c5d7:1:c STOCK:000000010000014f6f:1:c STOCK:00000001000000873f:1:c STOCK:00000001000000df5f:1:c STOCK:000000010000015f4c:1:c STOCK:00000001000001777f:1:c STOCK:00000001000000ab5f:1:c STOCK:0000000100000007dd:1:c STOCK:00000001000000f64f:1:c
STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p STOCK:00000001000000457f:1:q STOCK:000000010000004d2f:1:c STOCK:000000010000004d2f:1:g STOCK:000000010000004d2f:1:n STOCK:000000010000004d2f:1:o STOCK:000000010000004d2f:1:p
STOCK:00000001000000b635:1:c STOCK:00000001000001226d:1:c STOCK:000000010000005770:1:c STOCK:00000001000001835f:1:c STOCK:00000001000000d0b8:1:c STOCK:000000010000002df1:1:c STOCK:00000001000000d777:1:c STOCK:00000001000000c5d7:1:c STOCK:000000010000014f6f:1:c STOCK:00000001000000873f:1:c STOCK:00000001000000df5f:1:c STOCK:000000010000015f4c:1:c STOCK:00000001000001777f:1:c STOCK:00000001000000ab5f:1:c STOCK:0000000100000007dd:1:c
STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p STOCK:00000001000000457f:1:q STOCK:000000010000004d2f:1:c STOCK:000000010000004d2f:1:g STOCK:000000010000004d2f:1:n STOCK:000000010000004d2f:1:o
STOCK:00000001000000333f:1:c STOCK:00000001000000b635:1:c STOCK:00000001000001226d:1:c STOCK:000000010000005770:1:c STOCK:00000001000001835f:1:c STOCK:00000001000000d0b8:1:c STOCK:000000010000002df1:1:c STOCK:00000001000000d777:1:c STOCK:00000001000000c5d7:1:c STOCK:000000010000014f6f:1:c STOCK:00000001000000873f:1:c STOCK:00000001000000df5f:1:c STOCK:000000010000015f4c:1:c STOCK:00000001000001777f:1:c STOCK:00000001000000ab5f:1:c
STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p STOCK:00000001000000457f:1:q STOCK:000000010000004d2f:1:c STOCK:000000010000004d2f:1:g STOCK:000000010000004d2f:1:n
STOCK:00000001000000af61:1:c STOCK:00000001000000333f:1:c STOCK:00000001000000b635:1:c STOCK:00000001000001226d:1:c STOCK:000000010000005770:1:c STOCK:00000001000001835f:1:c STOCK:00000001000000d0b8:1:c STOCK:000000010000002df1:1:c STOCK:00000001000000d777:1:c STOCK:00000001000000c5d7:1:c STOCK:000000010000014f6f:1:c STOCK:00000001000000873f:1:c STOCK:00000001000000df5f:1:c STOCK:000000010000015f4c:1:c STOCK:00000001000001777f:1:c
STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p STOCK:00000001000000457f:1:q STOCK:000000010000004d2f:1:c STOCK:000000010000004d2f:1:g
STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p STOCK:00000001000000457f:1:q STOCK:000000010000004d2f:1:c
STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p STOCK:00000001000000457f:1:q
ITEM:00011605:1:c ITEM:00011605:1:d ITEM:00011605:1:e ITEM:000010d7:1:c ITEM:000010d7:1:d ITEM:000010d7:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k CUSTOMER:00000001000000000700000008f0:1:f CUSTOMER:00000001000000000700000008f0:1:n CUSTOMER:00000001000000000700000008f0:1:p STOCK:00000001000001777f:1:c STOCK:00000001000001777f:1:j STOCK:00000001000001777f:1:n
STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o STOCK:00000001000000457f:1:p
STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n STOCK:00000001000000457f:1:o
STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g STOCK:00000001000000457f:1:n
STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c STOCK:00000001000000457f:1:g
STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q STOCK:00000001000000457f:1:c
STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p STOCK:000000010000013755:1:q
STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o STOCK:000000010000013755:1:p
STOCK:00000001000000d413:1:g STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n STOCK:000000010000013755:1:o
STOCK:00000001000000d413:1:c STOCK:00000001000000d413:1:g STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g STOCK:000000010000013755:1:n
STOCK:0000000100000000df:1:q STOCK:00000001000001077d:1:c STOCK:00000001000001077d:1:h STOCK:00000001000001077d:1:n STOCK:00000001000001077d:1:o STOCK:00000001000001077d:1:p STOCK:00000001000001077d:1:q STOCK:0000000100000115d7:1:c STOCK:0000000100000115d7:1:h STOCK:0000000100000115d7:1:n STOCK:0000000100000115d7:1:o STOCK:0000000100000115d7:1:p STOCK:0000000100000115d7:1:q STOCK:000000010000004ebf:1:c STOCK:000000010000004ebf:1:h
STOCK:00000001000000577f:1:q STOCK:00000001000000d413:1:c STOCK:00000001000000d413:1:g STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c STOCK:000000010000013755:1:g
STOCK:00000001000000577f:1:p STOCK:00000001000000577f:1:q STOCK:00000001000000d413:1:c STOCK:00000001000000d413:1:g STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q STOCK:000000010000013755:1:c
STOCK:00000001000000577f:1:o STOCK:00000001000000577f:1:p STOCK:00000001000000577f:1:q STOCK:00000001000000d413:1:c STOCK:00000001000000d413:1:g STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p STOCK:0000000100000156ef:1:q
STOCK:00000001000000577f:1:n STOCK:00000001000000577f:1:o STOCK:00000001000000577f:1:p STOCK:00000001000000577f:1:q STOCK:00000001000000d413:1:c STOCK:00000001000000d413:1:g STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o STOCK:0000000100000156ef:1:p
STOCK:00000001000000577f:1:g STOCK:00000001000000577f:1:n STOCK:00000001000000577f:1:o STOCK:00000001000000577f:1:p STOCK:00000001000000577f:1:q STOCK:00000001000000d413:1:c STOCK:00000001000000d413:1:g STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n STOCK:0000000100000156ef:1:o
STOCK:00000001000000577f:1:c STOCK:00000001000000577f:1:g STOCK:00000001000000577f:1:n STOCK:00000001000000577f:1:o STOCK:00000001000000577f:1:p STOCK:00000001000000577f:1:q STOCK:00000001000000d413:1:c STOCK:00000001000000d413:1:g STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g STOCK:0000000100000156ef:1:n
WAREHOUSE:00000001:2:h DISTRICT:000000010000000002:1:i DISTRICT:000000010000000002:1:k CUSTOMER:0000000100000000020000000486:1:f CUSTOMER:0000000100000000020000000486:1:n CUSTOMER:0000000100000000020000000486:1:p STOCK:00000001000000226f:1:c STOCK:00000001000000226f:1:e STOCK:00000001000000226f:1:n STOCK:00000001000000226f:1:o STOCK:00000001000000226f:1:p STOCK:00000001000000226f:1:q STOCK:0000000100000095e7:1:c STOCK:0000000100000095e7:1:e STOCK:0000000100000095e7:1:n
CUSTOMER:00000001000000000400000006b0:1:p STOCK:00000001000000577f:1:c STOCK:00000001000000577f:1:g STOCK:00000001000000577f:1:n STOCK:00000001000000577f:1:o STOCK:00000001000000577f:1:p STOCK:00000001000000577f:1:q STOCK:00000001000000d413:1:c STOCK:00000001000000d413:1:g STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c STOCK:0000000100000156ef:1:g
ITEM:0000bf7b:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000002:1:i DISTRICT:000000010000000002:1:k CUSTOMER:0000000100000000020000000486:1:f CUSTOMER:0000000100000000020000000486:1:n CUSTOMER:0000000100000000020000000486:1:p STOCK:00000001000000226f:1:c STOCK:00000001000000226f:1:e STOCK:00000001000000226f:1:n STOCK:00000001000000226f:1:o STOCK:00000001000000226f:1:p STOCK:00000001000000226f:1:q STOCK:0000000100000095e7:1:c STOCK:0000000100000095e7:1:e
CUSTOMER:00000001000000000400000006b0:1:n CUSTOMER:00000001000000000400000006b0:1:p STOCK:00000001000000577f:1:c STOCK:00000001000000577f:1:g STOCK:00000001000000577f:1:n STOCK:00000001000000577f:1:o STOCK:00000001000000577f:1:p STOCK:00000001000000577f:1:q STOCK:00000001000000d413:1:c STOCK:00000001000000d413:1:g STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q STOCK:0000000100000156ef:1:c
ITEM:0000bf7b:1:d ITEM:0000bf7b:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000002:1:i DISTRICT:000000010000000002:1:k CUSTOMER:0000000100000000020000000486:1:f CUSTOMER:0000000100000000020000000486:1:n CUSTOMER:0000000100000000020000000486:1:p STOCK:00000001000000226f:1:c STOCK:00000001000000226f:1:e STOCK:00000001000000226f:1:n STOCK:00000001000000226f:1:o STOCK:00000001000000226f:1:p STOCK:00000001000000226f:1:q STOCK:0000000100000095e7:1:c
CUSTOMER:00000001000000000400000006b0:1:f CUSTOMER:00000001000000000400000006b0:1:n CUSTOMER:00000001000000000400000006b0:1:p STOCK:00000001000000577f:1:c STOCK:00000001000000577f:1:g STOCK:00000001000000577f:1:n STOCK:00000001000000577f:1:o STOCK:00000001000000577f:1:p STOCK:00000001000000577f:1:q STOCK:00000001000000d413:1:c STOCK:00000001000000d413:1:g STOCK:00000001000000d413:1:n STOCK:00000001000000d413:1:o STOCK:00000001000000d413:1:p STOCK:00000001000000d413:1:q
ITEM:0000bf7b:1:c ITEM:0000bf7b:1:d ITEM:0000bf7b:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000002:1:i DISTRICT:000000010000000002:1:k CUSTOMER:0000000100000000020000000486:1:f CUSTOMER:0000000100000000020000000486:1:n CUSTOMER:0000000100000000020000000486:1:p STOCK:00000001000000226f:1:c STOCK:00000001000000226f:1:e STOCK:00000001000000226f:1:n STOCK:00000001000000226f:1:o STOCK:00000001000000226f:1:p STOCK:00000001000000226f:1:q
